SASPHARD/0N 380.00,SLAUFENBU/2E380.00
SASPHARD/0N 380.00,XAS_KU11    380.00
SASPHARD/0N 380.00,XAS_SI11    380.00
RTIMIS1/0O  400.00,RRESIT1A/0T 400.00
LUENGOS/0O  400.00,LA ROBLA/DI 400.00
LUENGOS/0O  400.00,MUDARRA/EQ  400.00
SAUWIESEN/0O220.00,SFAELLEND/1N220.00
SAUWIESEN/0O220.00,SREGENSDO/3A220.00
SAUWIESEN/0O220.00,SSEEBACH/3T 220.00
RSUCEA1A/0P 400.00,RGADAL1/1A  400.00
RSUCEA1A/0P 400.00,RROMAN1/1I  400.00
RSUCEA1A/0P 400.00,XSV_BA11    400.00
HERREROS/0P 220.00,OTERO/VF    220.00
SAVEGNO/0P  220.00,SCAVERGNO/19220.00
SAVEGNO/0P  220.00,SMAGADINO/2M220.00
RPELIC1/0Q  400.00,RCERNA1/1J  400.00
TRANSBAD/0Q 220.00,BSONUEVO/OP 220.00
TRANSBAD/0Q 220.00,SAGRERA/RB  220.00
SBANLIEUE/0Q220.00,SFORETAIL/1R220.00
SBANLIEUE/0Q220.00,SROMANEL/3I 220.00
RGR.IA1/0R  400.00,RL.SAR1/0W  400.00
RGR.IA1/0R  400.00,RSTILP1/1H  400.00
RGR.IA1/0R  400.00,RCERNA1/1J  400.00
VILLAMEC/0R 400.00,ALMARAZ/G7  400.00
VILLAMEC/0R 400.00,COLOREJA/GM 400.00
SBASSECOU/0R380.00,SBICKIGEN/10380.00
SBASSECOU/0R380.00,SLAUFENBU/2E380.00
SBASSECOU/0R380.00,SMUEHLEBE/2Y380.00
SBASSECOU/0R380.00,XBA_MA11    380.00
SBASSECOU/0R380.00,XBA_SI11    380.00
CBEZ__11/0R 400.00,CCST__11/1U 400.00
CBEZ__11/0R 400.00,CNEZ__11/5T 400.00
CBEZ__11/0R 400.00,CRAL__11/71 400.00
RCONST1/0S  400.00,RTARIV1/1D  400.00
RCONST1/0S  400.00,RCERNA1/1J  400.00
RCONST1/0S  400.00,RMEDGI1/1K  400.00
RCONST1/0S  400.00,RCONSTS1/1O 400.00
BROVALES/0S 220.00,BALBOA/XG   220.00
SBATIAZ/0S  380.00,SCHAMOSON/1B380.00
SBATIAZ/0S  380.00,SCHATELAR/1E380.00
SBATIAZ/0S  380.00,SCHAVALON/1G380.00
CBEZ__11/0S 220.00,CCHT__11/1L 220.00
CBEZ__11/0S 220.00,CCST__11/1V 220.00
RRESIT1A/0T 400.00,XRE_PA11    400.00
RRESIT1A/0T 400.00,XRE_VR11    400.00
AUBALS/0T   400.00,ESCATRON/FA 400.00
AUBALS/0T   400.00,SECUITA/FQ  400.00
MGONYU11/0T 400.00,MGONYE11/0U 400.00
MGONYU11/0T 400.00,MGYOR 11/0W 400.00
MGONYU11/0T 400.00,MOROE 11/1H 400.00
